id,title,type,description,release_year,age_certification,runtime,genres,production_countries,seasons,imdb_id,imdb_score,imdb_votes,tmdb_popularity,tmdb_score
ts83359,100 Days My Prince,SHOW,"Lee Yool falls off a cliff and nearly dies in an attempted assassination. He loses his memory, and wanders for 100 days under a new name and personality. During this period, he meets Hong Sim, head of the first detective agency in Joseon.",2018,TV-14,75,"['drama', 'thriller', 'comedy', 'history', 'romance', 'action']",['KR'],1.0,tt8199972,7.8,1938.0,14.871,8.3
ts82517,Your Honor,SHOW,"Han Soo-Ho and Han Kang-Ho were born as identical twins, but they live totally different lives. Han Soo-Ho works as a judge and he is guided by principles. Han Kang-Ho's extensive criminal record contains 5 different arrests. One day, Han Soo-Ho suddenly disappears. Han Kang-Ho secretly takes his brother's place as a judge. Han Kang-Ho, who was once considered trash, becomes ""Dear Judge"" and highly respected.",2018,,29,['drama'],['KR'],1.0,tt8586046,7.7,227.0,9.33,6.5
ts83848,Where Stars Land,SHOW,"This series follows people who work diligently at Incheon International Airport. Lee Soo Yeon graduated from prestigious KAIST (Korea Advanced Institute of Science and Technology). He begins work at Incheon International Airport and gives himself a goal of six months to get used to working there. Lee Soo-Yeon is a mysterious man who keeps people at a distance. There, he meets Han Yeo Reum. She is a new employee in the passenger service team. She wants to be a perfectionist, but her reality is a little different. She makes a lot of mistakes.",2018,,30,"['drama', 'romance']",['KR'],1.0,tt8991740,7.2,838.0,14.775,8.2
ts85964,Less than Evil,SHOW,"Woo Tae Suk is an experienced and well-established detective with a long professional career, but in spite of everything he is a lonely and bitter human being. It all has to do with him only focusing on solving cases, while his actions are completely controversial because it crosses the line between good and evil. Woo Tae Suk crosses paths with a psychopath, but he cannot arrest her because of lack of evidence. The woman eventually decides to help Woo Tae Suk solve other cases.",2018,,29,"['action', 'crime', 'drama']",['KR'],1.0,tt9143820,7.6,88.0,7.422,7.2
ts74770,Martial Universe,SHOW,"Lin Dong, a child from a small village isn't favored by his clan. By chance, Lin Dong obtains a mysterious artifact that is coveted by many clans in the martial world. Because of this artifact, Lin Dong is approached by many people of different clans and is forcibly involved in various events of the martial universe",2018,TV-PG,45,"['scifi', 'romance', 'fantasy', 'drama', 'family', 'history']",['CN'],2.0,tt8810398,5.7,274.0,16.834,6.1
tm423788,The Great Battle,MOVIE,"Kingdom of Goguryeo, ancient Korea, 645. The ruthless Emperor Taizong of Tang invades the country and leads his armies towards the capital, achieving one victory after another, but on his way is the stronghold of Ansi, protected by General Yang Man-chu, who will do everything possible to stop the invasion, even if his troops are outnumbered by thousands of enemies.",2018,R,136,"['action', 'drama', 'history', 'war']",['KR'],,tt6931414,7.0,4982.0,12.247,7.3
ts57284,The Best Hit,SHOW,"Yoo Hyun-Jae is a member of a popular idol group. He has a lot of fans and he is a scandal maker. Meanwhile, Lee Ji-Hoon is an aspiring singer. He pretends to be studying for his civil servant exam, but he is actually struggling to become an idol.",2017,,33,"['drama', 'fantasy', 'comedy']",['KR'],1.0,tt6889072,7.6,711.0,19.128,7.9
ts84064,Because of You,SHOW,"Zhang Guo Guo grew up in a Wonton shop and is also the food-delivery girl for the town. Although she did not receive high education, she is loved by her neighborhood because of her enthusiastic and sincere personality. But what people don’t know is that Guo Guo is actually a famous embroidery workshop boss‘s daughter, and an accident caused her to grow up in the small town.",2017,TV-14,28,"['drama', 'comedy', 'romance']",['CN'],1.0,tt6792650,7.9,112.0,3.016,7.4
ts83300,Ruyi's Royal Love in the Palace,SHOW,"The road to becoming an empress is paved with treachery. Ruyi is a consort who quickly learns to navigate the treacherous politics of the the royal court and move up the ranks. After becoming Empress, Ruyi still must survive the many conspiracies against her. Her relationship with Emperor Qianlong becomes eroded even when Ruyi is able to overcome the challenges. Can Ruyi maintain her role as Empress under such difficult circumstances?",2018,,45,"['drama', 'history']",['CN'],1.0,tt7817930,7.9,660.0,17.981,7.0
ts47939,Tomorrow with You,SHOW,"Yoo So-joon is the successful CEO of a real estate company who has the ability to time travel when he takes the subway. Going back and forth in time, he sees his future self living a life of torment and unhappiness. To try to offset his doomed future, he decides to marry Song Ma-rin, a cheery photographer, even though he does not love her. Can Ma-rin help So-joon change his unhappy future?",2017,TV-14,65,"['drama', 'fantasy', 'romance']",['KR'],1.0,tt5994346,7.4,1039.0,9.117,6.6
ts76342,Untouchable,SHOW,"The city of Bukcheon has been dominated by the Jang family for 3 generations. Jang Joon-Seo is the second son of family leader Jang Beom-Ho. A woman who Jang Joon-Seo loves dies. After that, he tries to reveal the truth about her death and a secret from his family.",2017,,55,"['action', 'drama']",['KR'],1.0,tt7002456,7.4,56.0,2.481,6.6
tm311139,Extraordinary Mission,MOVIE,An undercover police officer attempts to take down a drug trafficking syndicate from the inside.,2017,,117,"['crime', 'thriller', 'action']",['CN'],,tt6690310,6.2,793.0,7.521,6.5
ts57151,Queen For Seven Days,SHOW,"Marrying a king guarantees a turbulent life. Shin Chae Kyung is the daughter of a powerful politician during the Joseon Dynasty. She falls in love with Crown Prince Lee Yuk, who lives under the tyranny of his half-brother, King Yeon San Gun. When Lee Yuk rises to the throne and becomes King Jung Jong, Chae Kyung becomes Queen Dan Kyung, who becomes caught in the cross-fires of different political factions as well as the jealousies between the brothers. When Dan Kyung’s own father stages a coup against the king, Queen Dan Kyung is dethroned only after seven days and expelled from the palace. What will happen to the love between the king and queen when they can no longer be together?",2017,,62,"['drama', 'romance']",['KR'],1.0,tt6788748,7.7,501.0,4.267,6.9
ts83051,Battle Through the Heaven,SHOW,"Xiao Yan is a genius child who suddenly loses all his powers.

In a world governed by strength and power, Xiao Yan’s lack of talent is an embarrassment to his family. At the age of 15, Xiao Yan accidentally summons Yaochen from his mother’s ring. With the elder’s help, Xiao Yan’s skills improve by leaps and bounds.

After his entire family is assassinated, Xiao Yan embarks on a journey to find his family’s killer and return peace to the Jianghu (martial world).",2018,TV-14,42,"['scifi', 'action', 'animation', 'fantasy']",['CN'],1.0,tt9248626,7.6,437.0,18.795,9.2
tm421612,Dying to Survive,MOVIE,"When a mysterious visitor appears, the life of Yong Cheng, owner of a store that stocks aphrodisiac products, changes dramatically. He becomes the exclusive selling agent of a cheap Indian generic drug against Chronic Granulocytic Leukemia in China. Not only does Yong Cheng see his profits skyrocket, but he is dubbed the god of medicine“ by his customers",2018,,117,"['comedy', 'drama']",['CN'],,tt7362036,7.9,5875.0,9.371,8.0
ts93615,The Novelist,SHOW,"Kuzumi Haruhiko is a university student. One day, he causes a bicycle accident. Kijima Rio breaks his arm and doesn't have insurance or money to pay for treatment.",2018,,12,['romance'],[],2.0,tt8807496,7.0,478.0,,
ts57150,Lookout,SHOW,People lose loved ones in crimes and the criminals are not punished. The daily lives of these people are completely broken. They form a group to realize justice.,2017,,30,"['action', 'documentation']",['KR'],2.0,tt7258906,7.6,331.0,9.991,6.9
ts80889,You Drive Me Crazy,SHOW,"Love at first sight is such a wonderful idea. However, how many of us have experienced it in real life? The answer is ""rarely"". If anything, we have mostly seen those occurrences in dramas. Why bother making another drama where a man and a woman cross paths coincidentally and suddenly fall in love? Therefore, this drama plans to show the viewers something more relatable - love that blooms in our everyday lives. This drama shows how a familiar relationship turns into a fluttering relationship, how a friendship suddenly turns into love, and how a once dull life suddenly becomes blinding due to love. This drama is about a man and a woman who have nothing more to share thanks to their completely different personalities. However, they have no idea whom they are in love with. Gradually, they rediscover themselves and reach out for love one step at a time.",2018,,30,"['comedy', 'romance']",['KR'],1.0,tt8333254,7.5,333.0,2.292,6.7
ts75068,Face Off: Game Face,SHOW,"Former Face Off all-stars go head-to-head each week, with multiple make-up reveals and eliminations throughout each exciting episode. Every week, four artists will race against the clock to complete three challenges, with eliminations after every round, but only one artist will walk away with the $10,000 prize.",2017,TV-PG,42,['reality'],['US'],1.0,tt7345356,7.5,78.0,2.074,6.8
